X,Y,ObjectId,tid,stanoviste_ogc_fid,typ_odpad_separovany,komodita_odpad_separovany,objem,cyklus_vyvozu,majitel,vyvoz_1,vyvoz_2,vyvoz_3,vyvoz_4,vyvoz_5,vyvoz_6,vyvoz_7,vyvoz_1_zacatek,vyvoz_2_zacatek,vyvoz_3_zacatek,vyvoz_4_zacatek,vyvoz_5_zacatek,vyvoz_6_zacatek,vyvoz_7_zacatek,vyvoz_1_interval,vyvoz_2_interval,vyvoz_3_interval,vyvoz_4_interval,vyvoz_5_interval,vyvoz_6_interval,vyvoz_7_interval,nazev,ulice,cp,verejnost,datum_exportu,GlobalID
1852361.993,6313019.112,750,24368,10552,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Olší x Parková ,Olší,840,A,2023/05/16 00:00:00+00,{3C9BDC8B-9EE0-42A2-87D5-8016CD1B1334}
1846014.912,6315601.1,751,24424,6866,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Banskobystrická 182,,1641,A,2023/05/16 00:00:00+00,{791408B4-2B58-4282-8635-1BD38AEC579E}
1850814.396,6314429.059,752,24490,2580,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Haškova 13,Haškova,150,A,2023/05/16 00:00:00+00,{65E5E478-DE72-44C0-8DA0-A5DFD02AEEEC}
1851447.258,6312354.561,753,26360,10918,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2023/02/23 00:00:00+00,,,,,,,7,,,,Marie Majerové 12 - v domě,Marie Majerové,479,N,2023/05/16 00:00:00+00,{07786F2E-A582-46D0-B3B6-49090C3F5A4E}
1847725.714,6305424.091,754,23796,8214,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2020/01/27 00:00:00+00,,,,,,,7,,,,,,,Renneská tř. 23 - v domě,Renneská třída,401,N,2023/05/16 00:00:00+00,{9DD44C14-22D2-43D3-95DC-9018862CB07E}
1850261.116,6312043.796,755,25598,10738,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2022/02/18 00:00:00+00,,,,,,,7,,,Nám. SNP 29 - v domě,náměstí SNP,1137,N,2023/05/16 00:00:00+00,{9A430E1B-0E76-4961-B9B8-7E6FC9017E2C}
1850788.013,6307056.779,756,24485,10554,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/02/04 00:00:00+00,,,,,,,7,,,,Mlýnská 69 - v domě,Mlýnská,530,N,2023/05/16 00:00:00+00,{18A62B33-9028-40E3-9E44-27A786B3B40F}
1850261.116,6312043.796,757,25599,10738,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2022/02/18 00:00:00+00,,,,,,,7,,,Nám. SNP 29 - v domě,náměstí SNP,1137,N,2023/05/16 00:00:00+00,{69E728F8-2972-49E8-AC2D-DAFAB28B5069}
1851106.075,6313532.433,758,24512,2586,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Nejedlého 1,Nejedlého,373,A,2023/05/16 00:00:00+00,{FFBD68B2-DD14-488C-909B-1321FB54073D}
1834601.781,6310011.596,759,19499,8669,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Pramenná 4,Pramenná,1049,A,2023/05/16 00:00:00+00,{FCDB8C9B-C710-4FF7-8560-2554F5244144}
1838801.999,6311639.941,760,23944,2740,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2021/01/26 00:00:00+00,,,2021/01/29 00:00:00+00,,2021/02/07 00:00:00+00,,7,,,7,,7,Štouračova 1,Štouračova,899,A,2023/05/16 00:00:00+00,{4734E5DC-FD1B-4C84-A4E8-534FB5EBC849}
1849142.767,6309269.149,761,24614,2606,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bartošova x Třída Kpt. Jaroše,Bartošova,1829,A,2023/05/16 00:00:00+00,{8BDD9561-11FC-4CAF-9256-914ACF7457B2}
1856719.082,6310031.054,762,24632,10565,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/08 00:00:00+00,,,2021/02/11 00:00:00+00,,,,7,,,7,,,,Hubrova 15,Koutného,2272,A,2023/05/16 00:00:00+00,{405E63B2-B22E-4383-A38F-219C0D48F82F}
1850261.116,6312043.796,763,25600,10738,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/17 00:00:00+00,,,,,,,7,,,,Nám. SNP 29 - v domě,náměstí SNP,1137,N,2023/05/16 00:00:00+00,{6FE64696-FB95-4348-910C-DA2FCFCE872F}
1850261.116,6312043.796,764,25601,10738,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/17 00:00:00+00,,,,,,,7,,,,Nám. SNP 29 - v domě,náměstí SNP,1137,N,2023/05/16 00:00:00+00,{287E9A2F-746C-4E9F-93E8-577394640CBD}
1850916.443,6314904.668,765,25645,10753,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2022/02/23 00:00:00+00,,,,,,,7,,,,,Dusíkova 23 - v domě,Dusíkova,910,N,2023/05/16 00:00:00+00,{102E7AF4-B1C1-431D-AF93-8E1A04DB251F}
1850875.477,6309785.648,766,25720,10716,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2022/02/18 00:00:00+00,,,,,,,7,,,"Vranovská 32a,b - v domě",Vranovská,812,N,2023/05/16 00:00:00+00,{CB23352A-D4B4-4BC2-AA84-ADD88ED45D3A}
1849589.058,6309234.324,767,25727,10775,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/03/03 00:00:00+00,,,,,,,7,,,,Traubova 8 - v domě,Traubova,1547,N,2023/05/16 00:00:00+00,{1D8B079A-D356-4207-B849-F653A818CA27}
1849325.22,6306802.892,768,25729,10776,,Papír,1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Trnitá 8a - TŘÍĎOUN,Trnitá,429,N,2023/05/16 00:00:00+00,{5FB160A7-2F3F-408F-B341-449F3A960932}
1849325.22,6306802.892,769,25728,10776,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Trnitá 8a - TŘÍĎOUN,Trnitá,429,N,2023/05/16 00:00:00+00,{1D4EE587-9DCF-44B9-8298-B302BEB4003D}
1849811.385,6309118.524,770,23923,9981,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/06/12 00:00:00+00,,,,,,,7,,,,,Francouzská 17 - v domě,Francouzská,907,N,2023/05/16 00:00:00+00,{ED71BA9D-EB74-44AA-A8F0-AC0E43866FD2}
1848152.38,6310172.034,771,24635,6486,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Hoppova,Kotlářská,906,A,2023/05/16 00:00:00+00,{A6AF8DEC-9E51-4944-9F0F-188E3AB1628A}
1836719.2,6311534.383,772,22317,9935,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Kavčí 10,Kavčí,1310,A,2023/05/16 00:00:00+00,{B6608C15-3800-4B06-AE79-197D712D589F}
1854894.077,6309211.852,773,24816,3709,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bořetická 26,Bořetická,4163,A,2023/05/16 00:00:00+00,{66BC26FB-4B92-4D6E-902A-21957625863E}
1854141.691,6309395.174,774,24818,3086,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bořetická 5,Bořetická,4142,A,2023/05/16 00:00:00+00,{32945E86-C2C9-47A0-A051-B0F088A995CF}
1856719.082,6310031.054,775,24633,10565,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/08 00:00:00+00,,,2021/02/11 00:00:00+00,,,,7,,,7,,,,Hubrova 15,Koutného,2272,A,2023/05/16 00:00:00+00,{7ED832AC-F019-4B05-9F76-0CBCE5292C60}
1857476.578,6310821.639,776,4363,2481,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Hochmanova 1,Hochmanova,2174,A,2023/05/16 00:00:00+00,{0E6515AF-67A0-4C19-86E1-E8B5F66883DC}
1847920.946,6310385.553,777,24742,6928,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2019/11/12 00:00:00+00,,,,,,,7,,,,,,Dřevařská 26 - v domě,Dřevařská,868,N,2023/05/16 00:00:00+00,{2385B2B3-D9AF-4A40-A712-118F98B24E4E}
1847920.946,6310385.553,778,24743,6928,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2019/11/12 00:00:00+00,,,,,,,7,,,,,,Dřevařská 26 - v domě,Dřevařská,868,N,2023/05/16 00:00:00+00,{EED092C0-783C-44D7-91B6-E7F7749672FE}
1837293.965,6312013.988,779,24746,5170,,Sklo barevné,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/02/09 00:00:00+00,,,,,,,7,,,,,,Lýskova 17,Lýskova,1149,A,2023/05/16 00:00:00+00,{5D4A44AE-E41A-48BB-AA5C-15F3403DA319}
1837293.965,6312013.988,780,24747,5170,,Sklo barevné,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/02/09 00:00:00+00,,,,,,,7,,,,,,Lýskova 17,Lýskova,1149,A,2023/05/16 00:00:00+00,{7BCD9195-16E6-44AC-AD21-868B11F20715}
1845988.217,6317168.504,781,9022,3290,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Horácké nám. 5,Marie Hübnerové,1708,A,2023/05/16 00:00:00+00,{497E3E98-4677-4429-B122-4A156C5CF01B}
1853923.015,6309720.835,782,24844,3499,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Révová 14,Révová,4446,A,2023/05/16 00:00:00+00,{243FFCB9-A092-4679-8C84-A623D2119E70}
1850661.532,6307526.522,783,24806,10573,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/02/11 00:00:00+00,,,,,,,7,,,,Křenová 67c - v domě,Křenová,374,N,2023/05/16 00:00:00+00,{39CD66B0-BB61-43FF-B1E2-D4D682F2691F}
1846092.067,6317804.886,784,5659,2910,Sklo duo - barevné,Sklo barevné,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,bratří Křičků 5,bratří Křičků,1544,A,2023/05/16 00:00:00+00,{681187AA-406C-48F7-BAE5-6346BE689BC3}
1846801.495,6318397.329,785,9025,3293,Sklo duo - barevné,Sklo barevné,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Jandáskova x Cupákova,Jandáskova,454,A,2023/05/16 00:00:00+00,{A4E49D1C-C2F7-4BC5-B861-B2846F8A8F64}
1845192.316,6317807.563,786,6786,3295,Sklo duo - barevné,Sklo barevné,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Terezy Novákové 115,Žilkova,760,A,2023/05/16 00:00:00+00,{803469E2-C113-4061-B777-11103E043C81}
1841283.444,6305418.693,787,24049,3805,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Křivánky 36,,313,A,2023/05/16 00:00:00+00,{6BB1C27A-42E1-4EFF-8D40-AC90A0B2B818}
1843542.239,6303470.169,788,24579,2951,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Dunajská 17,Dunajská,175,A,2023/05/16 00:00:00+00,{D5899A95-7CDA-444F-816A-CF930CCC6041}
1837769.7,6312395.585,789,24137,3110,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,"Vejrostova - 4,5,6",Vejrostova,953,A,2023/05/16 00:00:00+00,{D70F8EED-484D-4EEA-8E30-500A6DF47CBA}
1842359.369,6312720.015,790,24262,3308,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Běly Pažoutové 30,,1242,A,2023/05/16 00:00:00+00,{BFF63FE6-AC80-485C-A4EF-394B18994ECA}
1849259.062,6307997.858,791,25141,10610,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Jánská 22 - TŘÍĎOUN,Jánská,463,N,2023/05/16 00:00:00+00,{38E7AE63-CACD-4691-B7FA-78630E392F66}
1847009.151,6301270.129,792,24182,3083,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2022/10/11 00:00:00+00,,,,,,,7,,,,,,Rozhraní  6,Rozhraní,144,A,2023/05/16 00:00:00+00,{64FC08BF-82CF-410E-8F47-6F9472963DBD}
1846233.621,6303346.939,793,25148,2502,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/05/11 00:00:00+00,,,,,,,7,,,,,,Gruzínská 9,Gruzínská,514,A,2023/05/16 00:00:00+00,{0F24A4BD-AA6E-49DD-95E2-60929C49CB90}
1849720.593,6308450.839,794,25125,10609,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2022/10/26 00:00:00+00,,,,,,,7,,,,,Cejl 9 - v domě,Ponávka,477,N,2023/05/16 00:00:00+00,{D35789B9-E697-4ABB-A41C-99CC4725E927}
1845504.957,6309506.924,795,23512,10297,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Foustkova 23 - v domě ,Foustkova,831,N,2023/05/16 00:00:00+00,{26716CCA-B322-4829-B065-17CF45419BA6}
1846424.49,6308628.607,796,23576,10334,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Helceletova 1 - v domě ,Helceletova,231,N,2023/05/16 00:00:00+00,{A5866E0D-D4B9-4718-BE5D-4E5E62F0F8F5}
1846131.987,6308173.811,797,23724,10199,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Mahenova 19 - v domě,Mahenova,16,N,2023/05/16 00:00:00+00,{6BB764CC-5C29-42BE-93F9-67A08CF9B163}
1845636.147,6308852.309,798,23819,7574,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Sedlákova 4 - v domě,Sedlákova,486,N,2023/05/16 00:00:00+00,{5C79E582-431B-4EFD-86C4-2C6A6595676F}
1845318.286,6308988.448,799,23885,10522,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Wolkrova 7 - v domě,Wolkrova,671,N,2023/05/16 00:00:00+00,{ABB773BE-6300-4AD0-B761-1679A24FE67C}
1846160.874,6308097.102,800,23422,10242,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Barvičova 8 - v domě,Barvičova,9,N,2023/05/16 00:00:00+00,{6264EB17-9497-4B88-8BF7-3986A794DE46}
1845882.776,6308023.069,801,23747,10437,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Preslova 8 - v domě ,Preslova,229,N,2023/05/16 00:00:00+00,{553B8DBC-7EEB-40F7-85C5-BFAD2041FBDB}
1854448.131,6311101.123,802,24359,3407,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Jarní x Zimní,Jarní,864,A,2023/05/16 00:00:00+00,{6DDBA313-6012-452B-8249-6605C797EC26}
1850916.443,6314904.668,803,25646,10753,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/24 00:00:00+00,,,,,,,7,,,,Dusíkova 23 - v domě,Dusíkova,910,N,2023/05/16 00:00:00+00,{927E5B7E-DB03-4083-8167-16461B5A060A}
1845579.764,6315607.085,804,24369,3533,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Jabloňová x Hrušňová,Mandloňová,348,A,2023/05/16 00:00:00+00,{E9F65DE5-4F09-4F56-9DD2-DE9F3068CB1D}
1848166.406,6309919.536,805,24615,2608,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bayerova 10,Bayerova,580,A,2023/05/16 00:00:00+00,{A329466B-86AF-43DD-9C7C-553134B11635}
1847226.714,6309700.542,806,26361,6960,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",,1x týdně,SAKO,A,N,N,N,N,N,N,2023/02/27 00:00:00+00,,,,,,,7,,,,,,,"Konečného nám. 4,5,6 - v domě",Konečného náměstí,540,N,2023/05/16 00:00:00+00,{CC74626C-3ABA-4B34-A675-752BFC67274F}
1848174.922,6306965.33,807,23797,8689,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/16 00:00:00+00,,,,,,,7,,,,,Leitnerova 16 - v domě,Leitnerova,692,N,2023/05/16 00:00:00+00,{5896FA94-14EA-45B3-B77F-D3104A797382}
1851118.465,6304712.374,808,23945,2521,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,A,N,N,A,A,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,2021/01/07 00:00:00+00,,,7,,,7,7,,bratří Žůrků 2 - u SSO,Pompova,503,A,2023/05/16 00:00:00+00,{F5291A52-451E-46C3-8716-9ECE24BDF496}
1851685.182,6312268.662,809,25721,10773,,Papír,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/24 00:00:00+00,,,,,,,7,,,,Soběšická 114 - v domě,Soběšická,271,N,2023/05/16 00:00:00+00,{FDAAF5D0-9B4C-47A0-8387-DE2C20F30FE3}
1854792.743,6299966.79,810,23144,5310,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Holásecká x Rolencová ,Rolencova,640,A,2023/05/16 00:00:00+00,{5F97A08E-DEAE-43A9-8C7B-A5BC2C5CC9A2}
1853949.03,6297007.955,811,10848,2760,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,A,N,A,N,N,A,,2021/02/02 00:00:00+00,,2023/04/27 00:00:00+00,,,2023/04/30 00:00:00+00,,7,,7,,,7,Pěkná 51,Pěkná,646,A,2023/05/16 00:00:00+00,{6B64C999-A5D4-4477-9759-FCFEB0F9399C}
1854793.122,6300577.043,812,10376,3466,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Měšťanská 21,Měšťanská,459,A,2023/05/16 00:00:00+00,{6F64E0EF-EBF3-4BB6-988D-6C0A42CA0EC3}
1850511.863,6305080.273,813,24183,3707,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Schwaigrova 23-27,Schwaigrova,663,A,2023/05/16 00:00:00+00,{C19F87E2-4367-4FDA-9898-AF0A0959B1D0}
1854139.687,6300989.899,814,11256,3421,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Jahodová x Pastevní,Jahodová,51,A,2023/05/16 00:00:00+00,{8F7DAF12-A8B3-4E90-86BF-6D87E8C3EB11}
1854793.122,6300577.043,815,10754,3466,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Měšťanská 21,Měšťanská,459,A,2023/05/16 00:00:00+00,{500AB017-281F-492C-9C3D-33C7F49F831C}
1859160.92,6298803.847,816,11549,3486,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Zapletalova 30,Zapletalova,109,A,2023/05/16 00:00:00+00,{F22FFC7A-32F2-461D-A987-9E5272817DFD}
1843034.154,6310414.231,817,25731,10777,,Papír,1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Nálepkova 5 - TŘÍĎOUN,Veslařská,213,N,2023/05/16 00:00:00+00,{6491E0CB-2871-4687-80A7-A85041CD2A39}
1848160.495,6306694.534,818,24486,8391,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/30 00:00:00+00,,,,,,,7,,,,,Bezručova 19 - v domě,Bezručova,957,N,2023/05/16 00:00:00+00,{87D4EF71-96E4-4C61-91E2-93CB80F119A1}
1843034.154,6310414.231,819,25730,10777,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Nálepkova 5 - TŘÍĎOUN,Veslařská,213,N,2023/05/16 00:00:00+00,{6D369FC1-BBB5-4E9E-A34B-65C8065B3595}
1853184.622,6300651.827,820,22707,3420,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2022/05/29 00:00:00+00,,7,,,7,,7,Prodloužená 18,Prodloužená,111,A,2023/05/16 00:00:00+00,{B910DE0B-2D05-4A7D-A274-7D28FE8CADD3}
1857407.716,6311059.97,821,6744,3281,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Molákova 7,Molákova,2147,A,2023/05/16 00:00:00+00,{66B4AF57-B551-4EF7-81E5-13E34AECF133}
1846491.426,6316808.654,822,5678,2916,Sklo duo - barevné,Sklo barevné,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Novoměstská  2,Novoměstská,1965,A,2023/05/16 00:00:00+00,{D0FA31A4-E9C6-4A26-92FF-F3A7CFC7B2DB}
1846367.327,6317823.595,823,6393,3146,Sklo duo - barevné,Sklo barevné,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,bratří Křičků 27,bratří Křičků,1568,A,2023/05/16 00:00:00+00,{C737F194-EAD9-471D-B18A-DC728BD7379A}
1854029.848,6307569.395,824,24750,3032,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bělohorská  95,Bělohorská,4086,A,2023/05/16 00:00:00+00,{7EB9E7D9-C234-43FE-B02E-BD7FC80545A3}
1854294.321,6309220.695,825,24819,3708,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Bořetická 8,Bořetická,4132,A,2023/05/16 00:00:00+00,{BE3C5374-3E14-4495-B8EC-0F128AA7BB37}
1840165.985,6304684.415,826,23947,2518,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Bosonožské náměstí 35,Bosonožské náměstí,669,A,2023/05/16 00:00:00+00,{C5625EE8-BEAB-45B5-A0C2-D80086014D74}
1840165.985,6304684.415,827,23948,2518,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Bosonožské náměstí 35,Bosonožské náměstí,669,A,2023/05/16 00:00:00+00,{E2E5357A-0982-4D7D-B3E8-4F99C2DC728D}
1840165.985,6304684.415,828,23949,2518,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Bosonožské náměstí 35,Bosonožské náměstí,669,A,2023/05/16 00:00:00+00,{A6C78AB0-3B3E-4C0A-952D-CBCAAF18656B}
1840012.509,6304013.182,829,23953,2520,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Ševčenkova  6,Ševčenkova,572,A,2023/05/16 00:00:00+00,{10E806A8-77C4-4D61-AF11-876F046C4449}
1853408.04,6299564.399,830,23142,2988,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,V aleji 176,V aleji,375,A,2023/05/16 00:00:00+00,{FAE51B84-97EB-46D1-8128-0FCDD4663032}
1847707.258,6307441.609,831,25142,10608,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/05/05 00:00:00+00,,,,,,,7,,,,,,Pekařská 68 - v domě,Pekařská,433,N,2023/05/16 00:00:00+00,{C3C611D8-DFD2-4398-A73D-59BCDD23CCFE}
